"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","INDPROD","TOT","IDX2015","A","2001",88.89376,
"USA","INDPROD","TOT","IDX2015","A","2002",89.19296,
"USA","INDPROD","TOT","IDX2015","A","2003",90.34648,
"USA","INDPROD","TOT","IDX2015","A","2004",92.76117,
"USA","INDPROD","TOT","IDX2015","A","2005",95.87004,
"USA","INDPROD","TOT","IDX2015","A","2006",98.0588,
"USA","INDPROD","TOT","IDX2015","A","2007",100.5704,
"USA","INDPROD","TOT","IDX2015","A","2008",97.08659,
"USA","INDPROD","TOT","IDX2015","A","2009",86.05129,
"USA","INDPROD","TOT","IDX2015","A","2010",90.8214,
"USA","INDPROD","TOT","IDX2015","A","2011",93.67844,
"USA","INDPROD","TOT","IDX2015","A","2012",96.53757,
"USA","INDPROD","TOT","IDX2015","A","2013",98.47889,
"USA","INDPROD","TOT","IDX2015","A","2014",101.4357,
"USA","INDPROD","TOT","IDX2015","A","2015",100,
"USA","INDPROD","TOT","IDX2015","A","2016",97.83552,
"USA","INDPROD","TOT","IDX2015","A","2017",99.12695,
"USA","INDPROD","TOT","IDX2015","A","2018",102.2496,
"USA","INDPROD","TOT","IDX2015","A","2019",101.5351,
"USA","INDPROD","TOT","IDX2015","A","2020",94.23824,
"USA","INDPROD","TOT","IDX2015","A","2021",98.37855,
"USA","INDPROD","TOT","IDX2015","A","2022",101.7107,
"G-7","INDPROD","TOT","IDX2015","A","1960",22.85868,
"G-7","INDPROD","TOT","IDX2015","A","1961",24.49491,
"G-7","INDPROD","TOT","IDX2015","A","1962",26.53082,
"G-7","INDPROD","TOT","IDX2015","A","1963",28.34511,
"G-7","INDPROD","TOT","IDX2015","A","1964",30.73536,
"G-7","INDPROD","TOT","IDX2015","A","1965",32.87471,
"G-7","INDPROD","TOT","IDX2015","A","1966",35.61097,
"G-7","INDPROD","TOT","IDX2015","A","1967",37.44826,
"G-7","INDPROD","TOT","IDX2015","A","1968",40.45125,
"G-7","INDPROD","TOT","IDX2015","A","1969",43.77256,
"G-7","INDPROD","TOT","IDX2015","A","1970",45.02785,
"G-7","INDPROD","TOT","IDX2015","A","1971",45.77545,
"G-7","INDPROD","TOT","IDX2015","A","1972",48.96746,
"G-7","INDPROD","TOT","IDX2015","A","1973",53.60303,
"G-7","INDPROD","TOT","IDX2015","A","1974",53.29824,
"G-7","INDPROD","TOT","IDX2015","A","1975",48.80201,
"G-7","INDPROD","TOT","IDX2015","A","1976",52.89114,
"G-7","INDPROD","TOT","IDX2015","A","1977",55.54183,
"G-7","INDPROD","TOT","IDX2015","A","1978",57.93942,
"G-7","INDPROD","TOT","IDX2015","A","1979",60.59138,
"G-7","INDPROD","TOT","IDX2015","A","1980",60.23285,
"G-7","INDPROD","TOT","IDX2015","A","1981",60.25193,
"G-7","INDPROD","TOT","IDX2015","A","1982",58.44356,
"G-7","INDPROD","TOT","IDX2015","A","1983",59.66995,
"G-7","INDPROD","TOT","IDX2015","A","1984",63.6712,
"G-7","INDPROD","TOT","IDX2015","A","1985",65.40301,
"G-7","INDPROD","TOT","IDX2015","A","1986",66.16676,
"G-7","INDPROD","TOT","IDX2015","A","1987",68.6012,
"G-7","INDPROD","TOT","IDX2015","A","1988",72.59875,
"G-7","INDPROD","TOT","IDX2015","A","1989",74.62647,
"G-7","INDPROD","TOT","IDX2015","A","1990",76.02802,
"G-7","INDPROD","TOT","IDX2015","A","1991",75.82015,
"G-7","INDPROD","TOT","IDX2015","A","1992",75.40653,
"G-7","INDPROD","TOT","IDX2015","A","1993",74.89545,
"G-7","INDPROD","TOT","IDX2015","A","1994",78.00611,
"G-7","INDPROD","TOT","IDX2015","A","1995",80.85335,
"G-7","INDPROD","TOT","IDX2015","A","1996",82.78436,
"G-7","INDPROD","TOT","IDX2015","A","1997",87.17329,
"G-7","INDPROD","TOT","IDX2015","A","1998",89.17041,
"G-7","INDPROD","TOT","IDX2015","A","1999",91.74083,
"G-7","INDPROD","TOT","IDX2015","A","2000",95.80853,
"G-7","INDPROD","TOT","IDX2015","A","2001",93.46274,
"G-7","INDPROD","TOT","IDX2015","A","2002",93.27615,
"G-7","INDPROD","TOT","IDX2015","A","2003",94.5995,
"G-7","INDPROD","TOT","IDX2015","A","2004",97.04548,
"G-7","INDPROD","TOT","IDX2015","A","2005",99.21571,
"G-7","INDPROD","TOT","IDX2015","A","2006",102.2649,
"G-7","INDPROD","TOT","IDX2015","A","2007",104.9227,
"G-7","INDPROD","TOT","IDX2015","A","2008",101.9882,
"G-7","INDPROD","TOT","IDX2015","A","2009",87.64056,
"G-7","INDPROD","TOT","IDX2015","A","2010",94.46821,
"G-7","INDPROD","TOT","IDX2015","A","2011",96.50751,
"G-7","INDPROD","TOT","IDX2015","A","2012",97.27524,
"G-7","INDPROD","TOT","IDX2015","A","2013",98.15971,
"G-7","INDPROD","TOT","IDX2015","A","2014",100.4069,
"G-7","INDPROD","TOT","IDX2015","A","2015",100,
"G-7","INDPROD","TOT","IDX2015","A","2016",99.39303,
"G-7","INDPROD","TOT","IDX2015","A","2017",101.5301,
"G-7","INDPROD","TOT","IDX2015","A","2018",103.8671,
"G-7","INDPROD","TOT","IDX2015","A","2019",102.7221,
"G-7","INDPROD","TOT","IDX2015","A","2020",94.47037,
"G-7","INDPROD","TOT","IDX2015","A","2021",99.50068,
"G-7","INDPROD","TOT","IDX2015","A","2022",101.1136,
